run,operation,started,time,status,label,alpha,classification_scored_documents,query_expander_n_expanded_words,retriever_type,stem_query,subset,text_col,topic_modeler_n_components,vectorizer,word_embedding_classifier,word_embedding_model,step,P_10,P_20,P_5,map,ndcg_cut_10,ndcg_cut_20,ndcg_cut_5
65203ec5,retriever_evaluation_pipeline,2020-02-02 15:59:09,0:17:02,completed,alpha=0.2 subset=test text_col=stemmed_text topic_modeler_n_components=100 vectorizer=tfidf,0.2,30,10,topic_model_retriever,True,test,stemmed_text,100,tfidf,linear,glove-wiki-gigaword-50,0,0.19900000095367432,0.14749999344348907,0.2680000066757202,0.16588300466537476,0.33218398690223694,0.3446039855480194,0.3622089922428131
a76c896d,retriever_evaluation_pipeline,2020-02-02 15:41:29,0:17:38,completed,alpha=0.2 subset=test text_col=stemmed_text topic_modeler_n_components=100,0.2,30,10,topic_model_retriever,True,test,stemmed_text,100,bm25,linear,glove-wiki-gigaword-50,0,0.21400000154972076,0.15700000524520874,0.27000001072883606,0.17700700461864471,0.34369200468063354,0.35408899188041687,0.36809900403022766
1f2cd402,retriever_evaluation_pipeline,2020-02-02 15:35:07,0:06:22,completed,alpha=0.1 subset=test text_col=keywords topic_modeler_n_components=100 vectorizer=tfidf,0.1,30,10,topic_model_retriever,True,test,keywords,100,tfidf,linear,glove-wiki-gigaword-50,0,0.1770000010728836,0.1340000033378601,0.2160000056028366,0.14149899780750275,0.27120399475097656,0.29062899947166443,0.2825869917869568
f49963fd,retriever_evaluation_pipeline,2020-02-02 15:30:07,0:04:59,completed,alpha=0.1 subset=test text_col=keywords topic_modeler_n_components=100,0.1,30,10,topic_model_retriever,True,test,keywords,100,bm25,linear,glove-wiki-gigaword-50,0,0.1809999942779541,0.1289999932050705,0.21799999475479126,0.13245199620723724,0.26719000935554504,0.27446499466896057,0.2678860127925873
ff294573,retriever_evaluation_pipeline,2020-02-02 15:27:23,0:00:30,completed,alpha=0.4 retriever_type=word_embedding_classifier_retriever subset=test text_col=keywords,0.4,30,10,word_embedding_classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.24199999868869781,0.16599999368190765,0.33000001311302185,0.2063789963722229,0.39455801248550415,0.3939700126647949,0.4330039918422699
dff5a692,retriever_evaluation_pipeline,2020-02-02 15:26:49,0:00:34,completed,alpha=0.4 retriever_type=word_embedding_classifier_retriever subset=test text_col=stemmed_text,0.4,30,10,word_embedding_classifier_retriever,True,test,stemmed_text,50,bm25,linear,glove-wiki-gigaword-50,0,0.24300000071525574,0.17149999737739563,0.32199999690055847,0.20246100425720215,0.3869760036468506,0.392769992351532,0.4212709963321686
5500e9ea,retriever_evaluation_pipeline,2020-02-02 15:26:14,0:00:34,completed,alpha=0.4 retriever_type=word_embedding_classifier_retriever subset=test,0.4,30,10,word_embedding_classifier_retriever,True,test,text,50,bm25,linear,glove-wiki-gigaword-50,0,0.23899999260902405,0.17149999737739563,0.328000009059906,0.20621000230312347,0.39641401171684265,0.40252599120140076,0.4392789900302887
67070032,retriever_evaluation_pipeline,2020-02-02 15:25:43,0:00:31,completed,alpha=0.4 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test text_col=keywords,0.4,10,10,word_embedding_classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.23999999463558197,0.16599999368190765,0.3160000145435333,0.19878999888896942,0.38443899154663086,0.38870900869369507,0.414139986038208
b94c70ed,retriever_evaluation_pipeline,2020-02-02 15:25:10,0:00:33,completed,alpha=0.4 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test text_col=stemmed_text,0.4,10,10,word_embedding_classifier_retriever,True,test,stemmed_text,50,bm25,linear,glove-wiki-gigaword-50,0,0.24199999868869781,0.1665000021457672,0.3240000009536743,0.20274700224399567,0.3885039985179901,0.39107298851013184,0.4213370084762573
4eea7f26,retriever_evaluation_pipeline,2020-02-02 15:24:35,0:00:34,completed,alpha=0.4 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test,0.4,10,10,word_embedding_classifier_retriever,True,test,text,50,bm25,linear,glove-wiki-gigaword-50,0,0.23999999463558197,0.1665000021457672,0.3140000104904175,0.19966599345207214,0.3826819956302643,0.3872550129890442,0.4112739861011505
fd369dfc,retriever_evaluation_pipeline,2020-02-02 15:24:01,0:00:33,completed,alpha=0.1 retriever_type=word_embedding_classifier_retriever subset=test text_col=keywords,0.1,30,10,word_embedding_classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.2409999966621399,0.17299999296665192,0.328000009059906,0.20267300307750702,0.39382699131965637,0.4008980095386505,0.4358240067958832
9c7f3217,retriever_evaluation_pipeline,2020-02-02 15:23:58,0:00:13,completed,retriever_type=baseline subset=test,0.5,30,10,baseline,True,test,text,50,bm25,linear,glove-wiki-gigaword-50,0,0.23800000548362732,0.1720000058412552,0.32199999690055847,0.19848300516605377,0.3861280083656311,0.39473098516464233,0.4248720109462738
1b6d9a09,retriever_evaluation_pipeline,2020-02-02 15:23:56,0:00:19,completed,classification_scored_documents=20 retriever_type=classifier_retriever subset=test text_col=keywords,0.5,20,10,classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.23399999737739563,0.17149999737739563,0.328000009059906,0.1977500021457672,0.3842819929122925,0.39481300115585327,0.43026700615882874
d9ce7a3f,retriever_evaluation_pipeline,2020-02-02 15:23:38,0:00:18,completed,alpha=0.3 classification_scored_documents=20 retriever_type=classifier_retriever subset=test text_col=keywords,0.3,20,10,classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.23999999463558197,0.17000000178813934,0.328000009059906,0.19890600442886353,0.3888019919395447,0.3949649930000305,0.43079400062561035
0177130d,retriever_evaluation_pipeline,2020-02-02 15:23:24,0:00:36,completed,alpha=0.1 retriever_type=word_embedding_classifier_retriever subset=test text_col=stemmed_text,0.1,30,10,word_embedding_classifier_retriever,True,test,stemmed_text,50,bm25,linear,glove-wiki-gigaword-50,0,0.2409999966621399,0.17350000143051147,0.328000009059906,0.2037300020456314,0.39558300375938416,0.4028419852256775,0.4359639883041382
718cc0be,retriever_evaluation_pipeline,2020-02-02 15:22:48,0:00:35,completed,alpha=0.1 retriever_type=word_embedding_classifier_retriever subset=test,0.1,30,10,word_embedding_classifier_retriever,True,test,text,50,bm25,linear,glove-wiki-gigaword-50,0,0.2409999966621399,0.17299999296665192,0.33000001311302185,0.20287500321865082,0.3942809998989105,0.4008080065250397,0.43632400035858154
dc8808f4,retriever_evaluation_pipeline,2020-02-02 15:22:17,0:00:31,completed,alpha=0.1 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test text_col=keywords,0.1,10,10,word_embedding_classifier_retriever,True,test,keywords,50,bm25,linear,glove-wiki-gigaword-50,0,0.23600000143051147,0.17299999296665192,0.328000009059906,0.20096799731254578,0.38601601123809814,0.3967120051383972,0.4288879930973053
c9446822,retriever_evaluation_pipeline,2020-02-02 15:21:37,0:00:39,completed,alpha=0.1 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test text_col=stemmed_text,0.1,10,10,word_embedding_classifier_retriever,True,test,stemmed_text,50,bm25,linear,glove-wiki-gigaword-50,0,0.23800000548362732,0.17350000143051147,0.3240000009536743,0.20134399831295013,0.3899489939212799,0.39913201332092285,0.4283359944820404
d1700d5a,retriever_evaluation_pipeline,2020-02-02 15:21:01,0:00:35,completed,alpha=0.1 classification_scored_documents=10 retriever_type=word_embedding_classifier_retriever subset=test,0.1,10,10,word_embedding_classifier_retriever,True,test,text,50,bm25,linear,glove-wiki-gigaword-50,0,0.23999999463558197,0.1720000058412552,0.32199999690055847,0.20131400227546692,0.3905400037765503,0.3973509967327118,0.42666301131248474
a0a2d418,retriever_evaluation_pipeline,2020-02-02 15:13:43,0:16:22,completed,alpha=0.1 subset=test text_col=stemmed_text topic_modeler_n_components=100 vectorizer=tfidf,0.1,30,10,topic_model_retriever,True,test,stemmed_text,100,tfidf,linear,glove-wiki-gigaword-50,0,0.20900000631809235,0.15049999952316284,0.2840000092983246,0.17343999445438385,0.34770500659942627,0.3570779860019684,0.38447999954223633
b8da098b,retriever_evaluation_pipeline,2020-02-02 14:54:00,0:19:42,completed,alpha=0.1 subset=test text_col=stemmed_text topic_modeler_n_components=100,0.1,30,10,topic_model_retriever,True,test,stemmed_text,100,bm25,linear,glove-wiki-gigaword-50,0,0.20600000023841858,0.15549999475479126,0.28999999165534973,0.17816400527954102,0.34872499108314514,0.36118200421333313,0.39054200053215027
